x,y
-0.495915,-0.265491
-0.801634,0.206196
-0.69172,-0.163944
-0.46013,-0.401286
-0.815948,0.260514
-0.724326,-0.128388
-0.710269,0.151355
-0.600347,-0.169078
-0.388633,-0.368638
-0.844547,0.247455
-0.662181,0.00101794
-0.735128,0.0995928
-0.705949,0.0601629
-0.71762,0.0759349
-0.712952,0.0696261
-0.714819,0.0721496
-0.572122,-0.231094
-0.342375,-0.40448
-0.86305,0.261792
-0.760635,-0.146258
-0.695746,0.158503
-0.721702,0.0365987
-0.711319,0.0853605
-0.715472,0.0658558
-0.570101,-0.236138
-0.77196,0.194455
-0.664471,-0.160998
-0.440599,-0.388147
-0.179597,-0.471231
0.051999,-0.429974
-1.0208,0.27199
-0.884604,-0.201608
-0.591656,-0.507063
-0.246833,-0.62203
0.061219,-0.571476
-1.02449,0.328591
-0.590205,-0.0314362
-0.763918,0.112574
-0.694433,0.0549702
-0.722227,0.0780119
-0.580097,-0.229602
-0.349033,-0.406536
-0.860387,0.262614
-0.75894,-0.144568
-0.696424,0.157827
-0.592413,-0.158621
-0.386786,-0.357517
-0.845286,0.243007
-0.661886,0.00279724
-0.504152,-0.262628
-0.798339,0.205051
-0.688758,-0.163497
-0.724497,0.165399
-0.710201,0.0338405
-0.553289,-0.258362
-0.317155,-0.417671
-0.0739697,-0.444292
0.1215,-0.36725
-1.0486,0.2469
-0.58056,0.00124007
-0.441722,-0.231282
-0.823311,0.192513
-0.670675,0.022995
-0.73173,0.090802
-0.707308,0.0636792
-0.717077,0.0745283
-0.57479,-0.230189
-0.770084,0.192076
-0.662094,-0.162056
-0.735162,0.164822
-0.624652,-0.1688
-0.407216,-0.378149
-0.837114,0.25126
-0.665155,-0.000503813
-0.505316,-0.266445
-0.277462,-0.404624
-0.0490215,-0.418499
-0.980391,0.2674
-0.607843,-0.0069599
-0.459177,-0.248427
-0.816329,0.199371
-0.700158,-0.17501
-0.719937,0.170004
-0.712025,0.0319984
-0.553939,-0.260491
-0.316797,-0.419549
-0.072946,-0.445576
0.122791,-0.367816
0.240448,-0.230424
-1.09618,0.192169
-0.561528,0.0231322
-0.436014,-0.207031
-0.248559,-0.331749
-0.0562049,-0.351553
-0.977518,0.240621
-0.839162,-0.208135
-0.664335,0.183254
-0.578196,-0.126461
-0.768721,0.150584
-0.692511,0.0397662
-0.542215,-0.246782
-0.783114,0.198713
-0.674652,-0.162224
-0.730139,0.16489
-0.707944,0.0340442
-0.551655,-0.257304
-0.779338,0.202922
-0.688265,0.0188313
-0.530614,-0.260994
-0.298869,-0.410601
-0.0628999,-0.431604
0.124838,-0.353179
-1.04994,0.241272
-0.580026,0.00349132
-0.76799,0.0986035
-0.623114,-0.232257
-0.380663,-0.425761
-0.119,-0.475844
0.0998976,-0.409241
-1.03996,0.263696
-0.895847,-0.215574
-0.594614,-0.522175
-0.243037,-0.634699
-0.902785,0.35388
-0.827669,-0.0921656
-0.592162,-0.401113
-0.289598,-0.541711
-0.884161,0.316684
-0.798636,-0.112984
-0.56177,-0.405322
-0.775292,0.262129
-0.694074,-0.110899
-0.722371,0.14436
-0.606745,-0.179235
-0.757302,0.171694
-0.644227,-0.172433
-0.420639,-0.38874
-0.16419,-0.463698
-0.934324,0.285479
-0.824278,-0.156765
-0.670289,0.162706
-0.731884,0.0349175
-0.570199,-0.266216
-0.77192,0.206487
-0.669254,-0.151838
-0.447898,-0.383099
-0.820841,0.25324
-0.725135,-0.135874
-0.496753,-0.393318
-0.220205,-0.497623
0.0316937,-0.466275
-1.01268,0.28651
-0.884239,-0.187323
-0.597092,-0.496061
-0.255366,-0.615843
0.0522595,-0.570187
-1.0209,0.328075
-0.591638,-0.03123
-0.763345,0.112492
-0.625139,-0.219844
-0.387168,-0.417137
-0.845133,0.266855
-0.749043,-0.135244
-0.515175,-0.402402
-0.230572,-0.511896
0.0295234,-0.48127
0.214946,-0.353956
-1.08598,0.241582
-0.921976,-0.250789
-0.600387,-0.55939
-0.232538,-0.665291
0.0893877,-0.598636
-1.03576,0.339455
-0.585698,-0.0357818
-0.430818,-0.261473
-0.827673,0.204589
-0.710867,-0.175581
-0.715653,0.170233
-0.611989,-0.156885
-0.755204,0.162754
-0.639057,-0.178389
-0.744377,0.171356
-0.634269,-0.167521
-0.415036,-0.381023
-0.833986,0.252409
-0.666406,-0.000963733
-0.506083,-0.267295
-0.797567,0.206918
-0.688918,-0.161769
-0.45887,-0.398512
-0.189337,-0.486417
-0.924265,0.294567
-0.820268,-0.145835
-0.671893,0.158334
-0.731243,0.0366663
-0.570411,-0.264631
-0.771836,0.205852
-0.668936,-0.152286
-0.447477,-0.383312
-0.186757,-0.470308
0.0461875,-0.432137
0.207957,-0.309949
0.282027,-0.152378
-1.11281,0.160951
-0.910117,-0.322801
-0.635953,0.229121
-0.745619,0.00835179
-0.701753,0.0966593
-0.719299,0.0613363
-0.71228,0.0754655
-0.715088,0.0698138
-0.571392,-0.232977
-0.341067,-0.405619
-0.0969636,-0.444698
-0.961215,0.277879
-0.841675,-0.173298
-0.66333,0.169319
-0.571859,-0.13665
-0.771257,0.15466
-0.648019,-0.190961
-0.740792,0.176384
-0.703683,0.0294462
-0.546578,-0.259094
-0.781369,0.203638
-0.675295,-0.157783
-0.729882,0.163113
-0.708047,0.0347547
-0.552018,-0.256805
-0.779193,0.202722
-0.673275,-0.157608
-0.73069,0.163043
-0.620542,-0.168363
-0.751783,0.167345
-0.638293,-0.173531
-0.415691,-0.387201
-0.161044,-0.460549
-0.935582,0.28422
-0.625767,-0.0136878
-0.749693,0.105475
-0.700123,0.0578099
-0.719951,0.076876
-0.577913,-0.229555
-0.768835,0.191822
-0.692466,0.0232713
-0.535583,-0.2593
-0.303323,-0.411301
-0.0660048,-0.433918
0.123404,-0.35618
-1.04936,0.242472
-0.580255,0.00301125
-0.442199,-0.229814
-0.823121,0.191925
-0.702342,-0.183385
-0.460426,-0.420309
-0.1818,-0.503605
0.0632742,-0.45546
0.230272,-0.32084
0.303343,-0.151729
-1.12134,0.160692
-0.916493,-0.326409
-0.565971,-0.614668
-0.773612,0.345867
-0.690555,-0.0383469
-0.723778,0.115339
-0.710489,0.0538645
-0.715804,0.0784542
-0.713678,0.0686183
-0.714529,0.0725527
-0.714189,0.0709789
-0.714325,0.0716084
-0.57153,-0.231307
-0.34184,-0.404406
-0.863264,0.261762
-0.654694,-0.00470491
-0.495686,-0.265453
-0.27054,-0.400019
-0.891784,0.260008
-0.781759,-0.159108
-0.687296,0.163643
-0.587803,-0.15055
-0.764879,0.16022
-0.694048,0.035912
-0.722381,0.0856352
-0.711048,0.0657459
-0.566695,-0.234452
-0.336907,-0.404862
-0.0941048,-0.442458
-0.962358,0.276983
-0.842185,-0.174436
-0.570286,-0.469446
-0.245639,-0.584893
0.0472713,-0.542775
0.253036,-0.3936
-1.10121,0.25744
-0.939899,-0.244831
-0.616391,-0.562031
-0.243644,-0.6737
-0.902542,0.36948
-0.638983,-0.047792
-0.46651,-0.291915
-0.237782,-0.40846
-0.0173303,-0.405542
0.149046,-0.315144
-1.05962,0.226058
-0.895733,-0.252044
-0.57994,-0.549846
-0.220816,-0.649859
-0.911674,0.359944
-0.836849,-0.0911124
-0.66526,0.136445
-0.733896,0.045422
-0.706442,0.0818312
-0.717423,0.0672675
-0.713031,0.073093
-0.57114,-0.229662
-0.342202,-0.402999
-0.863119,0.2612
-0.76045,-0.146736
-0.69582,0.158694
-0.592301,-0.15772
-0.387061,-0.356788
-0.845176,0.242715
-0.73942,-0.153607
-0.500516,-0.412509
-0.215389,-0.513713
-0.913845,0.305485
-0.816716,-0.133369
-0.673314,0.153348
-0.573057,-0.152781
-0.770777,0.161113
-0.691689,0.035555
-0.539906,-0.249654
-0.310467,-0.405699
-0.0736751,-0.432518
-0.97053,0.273007
-0.846806,-0.180726
-0.661278,0.172291
-0.571487,-0.13357
-0.380902,-0.330108
-0.157442,-0.403243
-0.937023,0.261297
-0.816656,-0.176223
-0.673337,0.170489
-0.579932,-0.139763
-0.384843,-0.338193
-0.157204,-0.410964
-0.937119,0.264386
-0.625153,-0.00575421
-0.749939,0.102302
-0.610874,-0.222226
-0.75565,0.188891
-0.64985,-0.158703
-0.74006,0.163481
-0.627838,-0.171778
-0.748865,0.168711
-0.636622,-0.171325
-0.415302,-0.384856
-0.161687,-0.458611
0.0605622,-0.41322
-1.02422,0.265288
-0.884526,-0.208071
-0.589011,-0.511944
-0.242871,-0.624682
-0.902852,0.349873
-0.826116,-0.0952372
-0.589754,-0.402827
-0.764099,0.261131
-0.694361,-0.0044523
-0.722256,0.101781
-0.589627,-0.211549
-0.764149,0.18462
-0.654601,-0.165349
-0.431357,-0.387506
-0.827457,0.255002
-0.730868,-0.137181
-0.707653,0.154872
-0.599765,-0.165358
-0.760094,0.166143
-0.644129,-0.177769
-0.742349,0.171108
-0.703061,0.031557
-0.546949,-0.257241
-0.78122,0.202896
-0.687512,0.0188415
-0.530046,-0.260685
-0.787982,0.204274
-0.680576,-0.159944
-0.72777,0.163978
-0.618696,-0.166485
-0.752522,0.166594
-0.698991,0.0333624
-0.720403,0.086655
-0.711839,0.065338
-0.567133,-0.235079
-0.336989,-0.405513
-0.865204,0.262205
-0.762437,-0.146806
-0.695025,0.158722
-0.591708,-0.157381
-0.386746,-0.356293
-0.845302,0.242517
-0.661879,0.00299315
-0.735248,0.0988027
-0.705901,0.0604789
-0.71764,0.0758084
-0.712944,0.0696766
-0.569708,-0.232223
-0.340089,-0.404373
-0.0967183,-0.443359
0.103838,-0.37564
-1.04154,0.250256
-0.891669,-0.226419
-0.643332,0.190568
-0.742667,0.0237729
-0.573936,-0.278999
-0.324592,-0.441614
-0.0700441,-0.465463
-0.971982,0.286185
-0.853181,-0.171292
-0.658728,0.168517
-0.736509,0.0325933
-0.705396,0.0869627
-0.717841,0.0652149
-0.712863,0.073914
-0.714855,0.0704344
-0.714058,0.0718262
-0.571415,-0.231035
-0.341861,-0.404153
-0.0981533,-0.4439
0.102964,-0.376626
0.228903,-0.24505
-1.09156,0.19802
-0.908794,-0.286129
-0.576232,-0.580976
-0.769507,0.33239
-0.717782,-0.0551862
-0.712887,0.122074
-0.590624,-0.192378
-0.76375,0.176951
-0.651231,-0.171017
-0.426529,-0.390465
-0.167976,-0.467365
0.0592846,-0.422388
0.214011,-0.297301
0.281569,-0.140344
-1.11263,0.156138
-0.908052,-0.326386
-0.636779,0.230555
-0.745288,0.00777817
-0.701885,0.0968887
-0.572188,-0.207118
-0.771125,0.182847
-0.69155,0.0268611
-0.536322,-0.256206
-0.305123,-0.409245
-0.0681952,-0.433076
0.121402,-0.356415
-1.04856,0.242566
-0.580576,0.00297352
-0.442427,-0.22997
-0.823029,0.191988
-0.702297,-0.183301
-0.719081,0.17332
-0.712368,0.0306719
-0.715053,0.0877312
-0.713979,0.0649075
-0.568587,-0.236262
-0.337621,-0.406994
-0.864951,0.262797
-0.762482,-0.146254
-0.520985,-0.416146
-0.22949,-0.524665
0.0354538,-0.490541
0.223161,-0.35863
-1.08926,0.243452
-0.925222,-0.250682
-0.602896,-0.560607
-0.758842,0.324243
-0.706417,-0.0571121
-0.717433,0.122845
-0.713027,0.0508621
-0.562245,-0.246556
-0.328684,-0.41228
-0.0848878,-0.444807
0.113408,-0.372008
-1.04536,0.248803
-0.893997,-0.229055
-0.587816,-0.531681
-0.234068,-0.639204
0.0777898,-0.579422
-1.03112,0.331769
-0.916356,-0.160302
-0.633458,0.164121
-0.547076,-0.128651
-0.364317,-0.316605
-0.854273,0.226642
-0.658291,0.00934313
-0.736684,0.0962627
-0.705327,0.0614949
-0.717869,0.075402
-0.712852,0.0698392
-0.569703,-0.232063
-0.340149,-0.404249
-0.0968138,-0.443289
-0.961274,0.277316
-0.61549,-0.0109263
-0.463402,-0.2545
-0.814639,0.2018
-0.674144,0.01928
-0.520062,-0.255005
-0.293245,-0.401828
-0.0621348,-0.422688
-0.975146,0.269075
-0.609942,-0.00763001
-0.460504,-0.249775
-0.250073,-0.374031
-0.899971,0.249612
-0.783823,-0.170283
-0.527592,-0.442944
-0.788963,0.277178
-0.684415,-0.0108711
-0.726234,0.104348
-0.709506,0.0582606
-0.562529,-0.239524
-0.331712,-0.40705
-0.867315,0.26282
-0.764287,-0.147183
-0.694285,0.158873
-0.591206,-0.15697
-0.386528,-0.35578
-0.15145,-0.425004
-0.93942,0.270002
-0.624232,-0.00800064
-0.750307,0.1032
-0.611514,-0.221691
-0.755395,0.188676
-0.697842,0.0245295
-0.540172,-0.260494
-0.306333,-0.414045
-0.877467,0.265618
-0.773122,-0.149117
-0.690751,0.159647
-0.7237,0.0361412
-0.71052,0.0855435
-0.715792,0.0657826
-0.713683,0.073687
-0.571874,-0.229471
-0.77125,0.191788
-0.662866,-0.162741
-0.438682,-0.388829
-0.177866,-0.470983
0.0532148,-0.429094
0.212081,-0.304825
-1.08483,0.22193
-0.913245,-0.265266
-0.634702,0.206106
-0.746119,0.0175574
-0.701552,0.092977
-0.570371,-0.209958
-0.349498,-0.387717
-0.110532,-0.434464
0.0897812,-0.374405
-1.03591,0.249762
-0.887198,-0.224546
-0.645121,0.189818
-0.741952,0.0240727
-0.573512,-0.278485
-0.770595,0.211394
-0.67021,-0.147578
-0.450328,-0.380244
-0.190152,-0.469116
-0.923939,0.287647
-0.630424,-0.0150586
-0.74783,0.106023
-0.61076,-0.218554
-0.376756,-0.410405
-0.849298,0.264162
-0.660281,-0.00566487
-0.499548,-0.268418
-0.272289,-0.403816
-0.0454131,-0.415816
-0.981835,0.266326
-0.852725,-0.190326
-0.65891,0.17613
-0.571224,-0.129705
-0.382248,-0.327065
-0.159682,-0.401469
-0.936127,0.260588
-0.815692,-0.176404
-0.673723,0.170562
-0.580254,-0.139862
-0.385048,-0.338397
-0.157278,-0.411201
0.0449493,-0.375424
-1.01798,0.25017
-0.873732,-0.217063
-0.577211,-0.514461
-0.769115,0.305784
-0.706841,-0.0752501
-0.507099,-0.339927
-0.79716,0.235971
-0.70023,-0.139526
-0.719908,0.155811
-0.712037,0.0376758
-0.556218,-0.256181
-0.777513,0.202472
-0.688995,0.019011
-0.724402,0.0923956
-0.587504,-0.21954
-0.358687,-0.401852
-0.111861,-0.448882
0.0945384,-0.385895
-1.03782,0.254358
-0.890483,-0.221814
-0.643807,0.188726
-0.564783,-0.114091
-0.774087,0.145637
-0.690365,0.0417454
-0.723854,0.0833018
-0.710458,0.0666793
-0.56662,-0.233507
-0.337228,-0.404113
-0.865109,0.261645
-0.653957,-0.00465816
-0.495144,-0.265123
-0.801943,0.206049
-0.679223,0.0175803
-0.523242,-0.258328
-0.294332,-0.405626
-0.882267,0.26225
-0.647093,-0.00490016
-0.489831,-0.262561
-0.267247,-0.395479
-0.893101,0.258192
-0.642759,-0.00327663
-0.742896,0.101311
-0.605125,-0.220162
-0.37183,-0.409374
-0.851268,0.263749
-0.752463,-0.140058
-0.515849,-0.407429
-0.229074,-0.515986
-0.908371,0.306394
-0.636652,-0.0225577
-0.745339,0.109023
-0.610067,-0.215278
-0.37754,-0.407638
-0.848984,0.263055
-0.660406,-0.00522212
-0.49982,-0.268131
-0.272611,-0.403708
-0.890956,0.261483
-0.643618,-0.00459325
-0.742553,0.101837
-0.702979,0.0592651
-0.718808,0.076294
-0.576812,-0.22954
-0.346561,-0.405175
-0.101316,-0.446558
-0.959473,0.278623
-0.616211,-0.0114492
-0.46374,-0.255186
-0.250368,-0.379437
-0.899853,0.251775
-0.640059,-0.00070996
-0.486161,-0.256563
-0.266857,-0.389452
-0.893257,0.255781
