x,y
-0.899798,0.251731
-0.640081,-0.000692391
-0.743968,0.100277
-0.702413,0.0598892
-0.557789,-0.235449
-0.776884,0.19418
-0.668104,-0.163177
-0.732758,0.165271
-0.623005,-0.167498
-0.750798,0.166999
-0.637406,-0.1734
-0.745038,0.16936
-0.701985,0.032256
-0.719206,0.0870976
-0.712318,0.065161
-0.715073,0.0739356
-0.713971,0.0704258
-0.714412,0.0718297
-0.571685,-0.231174
-0.342011,-0.404366
-0.0981817,-0.444123
0.103031,-0.376806
-1.04121,0.250722
-0.583515,-0.000288941
-0.443356,-0.233626
-0.822658,0.19345
-0.670937,0.0226199
-0.731625,0.090952
-0.592416,-0.223527
-0.763034,0.189411
-0.694787,0.0242358
-0.722085,0.0903057
-0.711166,0.0638777
-0.566037,-0.235919
-0.335821,-0.405714
-0.0929382,-0.44267
-0.962825,0.277068
-0.842574,-0.174558
-0.570533,-0.469694
-0.245728,-0.58518
0.0473192,-0.543028
0.253174,-0.393774
-1.10127,0.25751
-0.559492,-0.0030038
-0.424013,-0.22608
-0.830395,0.190432
-0.667842,0.0238272
-0.517091,-0.249028
-0.793164,0.199611
-0.682735,0.0201555
-0.726906,0.0919378
-0.589224,-0.22089
-0.359454,-0.403566
-0.111759,-0.450492
0.0952599,-0.387077
-1.0381,0.254831
-0.584758,-0.00193235
-0.443643,-0.235372
-0.822543,0.194149
-0.670983,0.0223405
-0.518883,-0.251414
-0.792447,0.200566
-0.682486,-0.164549
-0.727006,0.165819
-0.618852,-0.164779
-0.752459,0.165912
-0.699016,0.0336353
-0.544707,-0.254044
-0.312359,-0.410956
-0.875056,0.264382
-0.649978,-0.00575293
-0.491682,-0.264363
-0.267933,-0.397589
-0.0445934,-0.409341
0.129845,-0.328936
-1.05194,0.231574
-0.579225,0.0073702
-0.443159,-0.226089
-0.246365,-0.349091
-0.901454,0.239636
-0.639418,0.00414546
-0.487616,-0.252617
-0.269542,-0.387035
-0.0500375,-0.401963
0.122757,-0.325507
-1.0491,0.230203
-0.580359,0.00791885
-0.767856,0.0968325
-0.692857,0.061267
-0.722857,0.0754932
-0.579569,-0.231768
-0.768173,0.192707
-0.692731,0.0229171
-0.535642,-0.259675
-0.303218,-0.41161
-0.0658016,-0.434111
-0.973679,0.273644
-0.610528,-0.00945776
-0.460218,-0.251399
-0.815913,0.20056
-0.673635,0.0197761
-0.730546,0.0920895
-0.592051,-0.22223
-0.76318,0.188892
-0.655573,-0.161714
-0.43355,-0.385132
-0.175445,-0.46612
0.0531096,-0.42443
-1.02124,0.269772
-0.591502,-0.00790874
-0.763399,0.103163
-0.621449,-0.226955
-0.381519,-0.421066
-0.847392,0.268426
-0.751389,-0.134953
-0.517074,-0.40312
-0.231728,-0.513201
0.0291667,-0.482724
0.215256,-0.355204
-1.0861,0.242081
-0.92227,-0.250459
-0.631092,0.200184
-0.747563,0.0199265
-0.576119,-0.283881
-0.324298,-0.446197
-0.870281,0.278479
-0.772805,-0.136468
-0.532744,-0.412838
-0.786902,0.265135
-0.7041,-0.113258
-0.489813,-0.367716
-0.225171,-0.475389
0.0190257,-0.451364
-1.00761,0.280546
-0.878002,-0.189829
-0.648799,0.175932
-0.56346,-0.125812
-0.377905,-0.321001
-0.848838,0.2284
-0.736477,-0.165951
-0.705409,0.16638
-0.717836,0.0334478
-0.558935,-0.261714
-0.776426,0.204686
-0.68943,0.0181257
-0.724228,0.0927497
-0.587513,-0.219201
-0.764995,0.187681
-0.694002,0.0249278
-0.722399,0.0900289
-0.585035,-0.220538
-0.765986,0.188215
-0.657435,-0.163351
-0.434311,-0.387121
-0.826276,0.254848
-0.729909,-0.136826
-0.708036,0.15473
-0.716785,0.0381079
-0.713286,0.0847568
-0.714686,0.0660973
-0.714126,0.0735611
-0.71435,0.0705756
-0.71426,0.0717698
-0.714296,0.0712921
-0.714282,0.0714832
-0.571447,-0.231385
-0.341746,-0.404432
-0.097954,-0.444067
-0.960818,0.277627
-0.615673,-0.0110506
-0.463491,-0.254668
-0.814604,0.201867
-0.699846,-0.172423
-0.720062,0.168969
-0.614835,-0.159608
-0.403431,-0.367236
-0.838628,0.246894
-0.664549,0.00124222
-0.505554,-0.264875
-0.797778,0.20595
-0.680889,0.0176199
-0.727645,0.092952
-0.590191,-0.220414
-0.360379,-0.403591
-0.112452,-0.450881
-0.955019,0.280352
-0.837956,-0.16894
-0.664818,0.167576
-0.734073,0.0329696
-0.571083,-0.268572
-0.326594,-0.432548
-0.869362,0.273019
-0.769923,-0.14025
-0.529041,-0.414559
-0.788383,0.265824
-0.684647,-0.0063295
-0.726141,0.102532
-0.709543,0.0589873
-0.562848,-0.238987
-0.33217,-0.406769
-0.867132,0.262708
-0.764104,-0.147195
-0.521841,-0.41751
-0.229595,-0.526044
-0.908162,0.310417
-0.81437,-0.127348
-0.567982,-0.422532
-0.772807,0.269013
-0.690877,-0.00760515
-0.723649,0.103042
-0.59119,-0.211148
-0.763524,0.184459
-0.654062,-0.165221
-0.430999,-0.387192
-0.172682,-0.466666
-0.930927,0.286666
-0.627629,-0.0146665
-0.471132,-0.262198
-0.811547,0.204879
-0.698728,-0.168911
-0.463469,-0.407863
-0.814612,0.263145
-0.674155,-0.00525812
-0.510255,-0.273658
-0.795898,0.209463
-0.688668,-0.159167
-0.724533,0.163667
-0.616112,-0.165426
-0.753555,0.166171
-0.698578,0.0335318
-0.544332,-0.253947
-0.312113,-0.410732
-0.0729132,-0.437002
-0.970835,0.274801
-0.611666,-0.00992033
-0.460898,-0.252206
-0.815641,0.200882
-0.673744,0.0196471
-0.519904,-0.254566
-0.792038,0.201826
-0.68268,-0.163427
-0.453466,-0.397277
-0.185723,-0.483317
0.052177,-0.44161
-1.02087,0.276644
-0.886519,-0.198099
-0.645392,0.17924
-0.562194,-0.121935
-0.775122,0.148774
-0.648603,-0.196981
-0.414146,-0.409146
-0.151092,-0.47661
0.0758138,-0.42266
-1.03033,0.269064
-0.890673,-0.207642
-0.643731,0.183057
-0.742508,0.0267774
-0.575017,-0.276652
-0.326352,-0.440262
-0.0719224,-0.46514
-0.971231,0.286056
-0.852558,-0.17109
-0.658977,0.168436
-0.568197,-0.135579
-0.772721,0.154232
-0.690911,0.0383073
-0.540416,-0.247251
-0.783834,0.1989
-0.686467,0.0204398
-0.725413,0.0918241
-0.588044,-0.220379
-0.358762,-0.402706
-0.111577,-0.449561
0.0950261,-0.386297
0.226739,-0.255575
0.274551,-0.103542
0.250076,0.0311289
-1.10003,0.0875484
-0.559988,0.0649806
-0.451583,-0.17461
-0.273359,-0.313337
-0.0824183,-0.34748
0.0763539,-0.297052
-1.03054,0.218821
-0.87074,-0.245913
-0.651704,0.198365
-0.574641,-0.109924
-0.392758,-0.313399
-0.842897,0.22536
-0.662841,0.0098562
-0.507702,-0.257646
-0.796919,0.203058
-0.681232,0.0187767
-0.727507,0.0924893
-0.589901,-0.220711
-0.76404,0.188284
-0.655984,-0.16252
-0.43354,-0.385908
-0.175127,-0.466706
0.0535861,-0.424748
-1.02143,0.269899
-0.88425,-0.203451
-0.6463,0.18138
-0.56374,-0.120671
-0.774504,0.148268
-0.690198,0.0406926
-0.540828,-0.245153
-0.783669,0.198061
-0.686532,0.0207755
-0.530075,-0.258824
-0.78797,0.203529
-0.684812,0.0185882
-0.527892,-0.259798
-0.788843,0.203919
-0.681088,-0.160559
-0.453404,-0.39446
-0.186803,-0.481151
0.0504903,-0.440396
0.214531,-0.314505
0.288845,-0.153211
0.280807,-0.00090236
0.213774,0.111637
0.117814,0.170354
-1.04713,0.0318585
-0.808559,-0.394638
-0.676577,0.257855
-0.729369,-0.00314204
-0.553064,-0.294136
-0.778774,0.217654
-0.68849,0.0129383
-0.724604,0.0948247
-0.710158,0.0620701
-0.715937,0.0751719
-0.713625,0.0699312
-0.71455,0.0720275
-0.71418,0.071189
-0.571252,-0.231568
-0.341525,-0.404493
-0.0977614,-0.444024
0.103311,-0.376563
-1.04132,0.250625
-0.58347,-0.000250104
-0.443337,-0.233578
-0.822665,0.193431
-0.670934,0.0226275
-0.518961,-0.251177
-0.29394,-0.398479
-0.882424,0.259391
-0.774399,-0.155832
-0.69024,0.162333
-0.589516,-0.152723
-0.386943,-0.351876
-0.153326,-0.422203
-0.93867,0.268881
-0.624532,-0.00755246
-0.750187,0.103021
-0.611351,-0.221779
-0.75546,0.188712
-0.697816,0.0245154
-0.720874,0.0901938
-0.711651,0.0639225
-0.566423,-0.236079
-0.773431,0.194432
-0.66558,-0.161604
-0.733768,0.164642
-0.706493,0.0341433
-0.550592,-0.256648
-0.779763,0.202659
-0.688095,0.0189363
-0.530526,-0.260846
-0.298862,-0.410454
-0.0629533,-0.43149
-0.974819,0.272596
-0.849901,-0.182755
-0.572823,-0.478854
-0.243804,-0.593058
0.0519324,-0.548245
0.258767,-0.395894
-1.10351,0.258357
-0.942008,-0.245051
-0.623197,0.19802
-0.750721,0.0207918
-0.699711,0.0916833
-0.568454,-0.210205
-0.772618,0.184082
-0.690953,0.0263672
-0.723619,0.0894531
-0.585732,-0.221463
-0.765707,0.188585
-0.657372,-0.162958
-0.737051,0.165183
-0.626232,-0.169281
-0.749507,0.167713
-0.63671,-0.172341
-0.745316,0.168937
-0.701874,0.0324254
-0.546394,-0.256106
-0.781442,0.202442
-0.674873,-0.158721
-0.449415,-0.390577
-0.185325,-0.476605
0.049795,-0.436349
0.212384,-0.311708
-1.08495,0.224683
-0.914438,-0.263222
-0.634225,0.205289
-0.564126,-0.0976703
-0.389668,-0.29988
-0.176196,-0.383776
0.0196017,-0.362148
0.159757,-0.267392
-1.0639,0.206957
-0.574439,0.0172173
-0.443461,-0.21669
-0.250354,-0.342069
-0.0534413,-0.360114
-0.978623,0.244046
-0.608551,0.00238177
-0.463451,-0.24161
-0.255579,-0.369004
-0.0466383,-0.382675
-0.981345,0.25307
-0.607462,-0.00122795
-0.757015,0.100491
-0.697194,0.0598035
-0.553789,-0.233427
-0.327509,-0.39892
-0.0893387,-0.434183
-0.964265,0.273673
-0.84231,-0.177714
-0.56907,-0.471987
-0.243698,-0.586338
0.0493244,-0.543096
-1.01973,0.317239
-0.592108,-0.0268954
-0.439244,-0.257284
-0.230912,-0.371233
-0.907635,0.248493
-0.636946,0.00060268
-0.745222,0.0997589
-0.701911,0.0600964
-0.557491,-0.235091
-0.329657,-0.401666
-0.0898728,-0.437129
0.106548,-0.368167
-1.04262,0.247267
-0.582952,0.00109328
-0.766819,0.0995627
-0.693272,0.0601749
-0.550957,-0.231576
-0.779617,0.19263
-0.669561,-0.165448
-0.732176,0.166179
-0.70713,0.0335284
-0.55083,-0.25737
-0.315683,-0.415933
-0.873727,0.266373
-0.650509,-0.00654936
-0.739796,0.10262
-0.704081,0.0589521
-0.558683,-0.236829
-0.776527,0.194732
-0.668053,-0.162615
-0.732779,0.165046
-0.706888,0.0339816
-0.717245,0.0864073
-0.579669,-0.221228
-0.768132,0.188491
-0.692747,0.0246035
-0.536329,-0.2584
-0.785468,0.20336
-0.685813,0.018656
-0.725675,0.0925376
-0.70973,0.062985
-0.716108,0.074806
-0.713557,0.0700776
-0.714577,0.071969
-0.714169,0.0712124
-0.714332,0.071515
-0.571499,-0.231382
-0.341786,-0.404449
-0.863285,0.26178
-0.760809,-0.146362
-0.51967,-0.415558
-0.228726,-0.523692
0.0356452,-0.489497
-1.01426,0.295799
-0.889156,-0.180896
-0.644338,0.172359
-0.55864,-0.126743
-0.373869,-0.31978
-0.156229,-0.392581
-0.937509,0.257032
-0.624997,-0.00281294
-0.750001,0.101125
-0.699999,0.0595499
-0.72,0.07618
-0.577672,-0.230103
-0.34699,-0.405947
-0.101333,-0.447316
-0.959467,0.278926
-0.840765,-0.171803
-0.570261,-0.466876
-0.771896,0.28675
-0.691242,-0.0147002
-0.519464,-0.287669
-0.792215,0.215068
-0.683114,0.013973
-0.726754,0.0944108
-0.709298,0.0622357
-0.716281,0.0751057
-0.713488,0.0699577
-0.570234,-0.232227
-0.771906,0.192891
-0.691237,0.0228436
-0.534478,-0.259134
-0.30255,-0.410733
-0.87898,0.264293
-0.773742,-0.150729
-0.690503,0.160292
-0.723799,0.0358833
-0.710481,0.0856467
-0.574224,-0.219101
-0.34877,-0.396206
-0.106583,-0.440625
-0.957367,0.27625
-0.838099,-0.172997
-0.66476,0.169199
-0.734096,0.0323205
-0.570841,-0.269075
-0.771664,0.20763
-0.691335,0.016948
-0.532193,-0.263653
-0.787123,0.205461
-0.680398,-0.158698
-0.727841,0.163479
-0.708864,0.0346083
-0.55258,-0.257243
-0.778968,0.202897
-0.673175,-0.157385
-0.448659,-0.388883
-0.820537,0.255553
-0.671785,-0.00222124
-0.731286,0.100888
-0.707486,0.0596446
-0.717006,0.0761422
-0.575381,-0.228934
-0.345716,-0.404143
-0.101087,-0.445435
-0.959565,0.278174
-0.616174,-0.0112696
-0.75353,0.104508
-0.698588,0.0581969
-0.720565,0.0767213
-0.578318,-0.229918
-0.768673,0.191967
-0.660978,-0.161574
-0.437714,-0.387188
-0.177787,-0.469348
-0.928885,0.287739
-0.821048,-0.152872
-0.562848,-0.444602
-0.774861,0.277841
-0.700031,-0.0987853
-0.719988,0.139514
-0.602996,-0.181964
-0.758801,0.172786
-0.696479,0.0308857
-0.721408,0.0876457
-0.583329,-0.221953
-0.354549,-0.402015
-0.858181,0.260806
-0.75654,-0.14506
-0.697384,0.158024
-0.721046,0.0367905
-0.562711,-0.260458
-0.774915,0.204183
-0.670609,-0.154787
-0.447748,-0.385882
-0.185936,-0.472369
0.0476365,-0.433375
-1.01905,0.27335
-0.592378,-0.00934
-0.446471,-0.24405
-0.821411,0.19762
-0.703321,-0.178373
-0.463174,-0.416892
-0.185256,-0.502108
-0.925898,0.300843
-0.82402,-0.141718
-0.670392,0.156687
-0.731843,0.0373251
-0.571131,-0.26437
-0.328311,-0.429374
-0.868675,0.271749
-0.65253,-0.00869979
-0.492443,-0.267624
-0.803023,0.20705
-0.678791,0.0171802
-0.728484,0.0931279
-0.590899,-0.220616
-0.76364,0.188246
-0.655665,-0.162389
-0.737734,0.164956
-0.704906,0.0340178
-0.718037,0.0863929
-0.580266,-0.221556
-0.352379,-0.400489
-0.107613,-0.445323
-0.956955,0.278129
-0.617218,-0.0112517
-0.464585,-0.255439
-0.250909,-0.379967
-0.0387041,-0.389139
-0.984518,0.255656
-0.850496,-0.199509
-0.566573,-0.491825
-0.233866,-0.600417
-0.906454,0.340167
-0.824972,-0.104055
-0.670011,0.141622
-0.565857,-0.160372
-0.773657,0.164149
-0.690537,0.0343405
-0.723785,0.0862638
-0.584582,-0.223954
-0.354701,-0.404038
-0.85812,0.261615
-0.656752,-0.00464601
-0.737299,0.101858
-0.601091,-0.217507
-0.759564,0.187003
-0.65207,-0.161703
-0.430892,-0.383722
-0.173989,-0.463986
0.0533629,-0.422225
-1.02135,0.26889
-0.591462,-0.00755592
-0.763415,0.103022
-0.694634,0.0587911
-0.722146,0.0764836
-0.579425,-0.230731
-0.34807,-0.407125
-0.860772,0.26285
-0.759327,-0.144543
-0.696269,0.157817
-0.592292,-0.158567
-0.763083,0.163427
-0.694767,0.0346293
-0.541874,-0.251588
-0.78325,0.200635
-0.6867,0.0197459
-0.72532,0.0921017
-0.709872,0.0631593
-0.716051,0.0747363
-0.71358,0.0701055
-0.714568,0.0719578
-0.571855,-0.231139
-0.342154,-0.404408
-0.0982739,-0.444212
0.102996,-0.37691
0.229041,-0.245253
0.272173,-0.0947759
-1.10887,0.13791
-0.556452,0.0448359
-0.777419,0.0820657
-0.689032,0.0671737
-0.550534,-0.224561
-0.328582,-0.39088
-0.09337,-0.428501
-0.962652,0.271401
-0.614939,-0.00856022
-0.754024,0.103424
-0.614428,-0.223007
-0.377762,-0.415257
-0.848895,0.266103
-0.751601,-0.13732
-0.699359,0.154928
-0.720256,0.0380288
-0.711898,0.0847885
-0.715241,0.0660846
-0.713904,0.0735662
-0.714439,0.0705735
-0.714225,0.0717706
-0.571519,-0.231144
-0.341897,-0.404277
-0.0981306,-0.444009
0.103024,-0.376699
0.228978,-0.245082
-1.09159,0.198033
-0.908822,-0.286132
-0.636471,0.214453
-0.569499,-0.0916044
-0.7722,0.136642
-0.69112,0.0453433
-0.723552,0.0818627
-0.582645,-0.227205
-0.766942,0.190882
-0.693223,0.0236472
-0.722711,0.0905411
-0.585477,-0.220273
-0.356853,-0.401598
-0.857259,0.260639
-0.755772,-0.144818
-0.51646,-0.41237
-0.227561,-0.519985
0.0350475,-0.486214
-1.01402,0.294485
-0.594392,-0.0177942
-0.762243,0.107118
-0.622152,-0.223488
-0.38344,-0.418711
-0.12393,-0.471597
0.0944519,-0.407986
0.234978,-0.272288
-1.09399,0.208915
-0.914999,-0.278821
-0.583871,-0.577904
-0.766452,0.331161
-0.693419,-0.0324646
-0.722632,0.112986
-0.710947,0.0548057
-0.715621,0.0780777
-0.713752,0.0687689
-0.714499,0.0724924
-0.7142,0.071003
-0.71432,0.0715988
-0.571523,-0.231313
-0.341832,-0.404407
-0.0980296,-0.444082
-0.960788,0.277633
-0.615685,-0.0110531
-0.753726,0.104421
-0.6146,-0.22213
-0.75416,0.188852
-0.698336,0.0244592
-0.540519,-0.260745
-0.783792,0.204298
-0.677401,-0.15825
-0.451525,-0.391231
-0.186667,-0.477945
0.0493115,-0.437905
-1.01972,0.275162
-0.885056,-0.198767
-0.645978,0.179507
-0.562746,-0.121966
-0.3789,-0.317793
-0.160847,-0.393082
-0.935661,0.257233
-0.813996,-0.178767
-0.54713,-0.461461
-0.231234,-0.569563
-0.907506,0.327825
-0.636997,-0.03113
-0.471666,-0.278458
-0.247083,-0.400294
-0.901167,0.260118
-0.639533,-0.00404709
-0.484426,-0.258889
-0.806229,0.203556
-0.694157,-0.167789
-0.460443,-0.405183
-0.187864,-0.492116
-0.924854,0.296846
-0.630058,-0.0187386
-0.747977,0.107495
-0.700809,0.0570018
-0.555416,-0.237002
-0.327315,-0.402288
-0.0878442,-0.436665
0.107904,-0.367003
0.228809,-0.235761
-1.09152,0.194304
-0.907279,-0.288938
-0.637088,0.215575
-0.570417,-0.0909981
-0.397118,-0.297325
-0.841153,0.21893
-0.663539,0.0124279
-0.509261,-0.25597
-0.796296,0.202388
-0.681482,0.0190448
-0.525544,-0.258119
-0.296166,-0.406388
-0.062531,-0.427321
-0.974988,0.270928
-0.610005,-0.00837138
-0.460255,-0.250364
-0.249648,-0.374379
-0.0399811,-0.384387
0.123369,-0.308127
0.217011,-0.184829
-1.0868,0.173931
-0.895544,-0.302534
-0.5596,-0.588143
-0.77616,0.335257
-0.723985,-0.0556684
-0.527961,-0.331902
-0.26849,-0.46343
-0.0186802,-0.459602
0.169644,-0.35677
0.271637,-0.203288
0.287759,-0.0458435
-1.1151,0.118337
-0.894814,-0.356105
-0.537616,-0.628565
-0.784953,0.351426
-0.737135,-0.0468975
-0.705146,0.118759
-0.717942,0.0524964
-0.566634,-0.247279
-0.33173,-0.414586
-0.0862806,-0.447777
-0.965488,0.279111
-0.845415,-0.174071
-0.661834,0.169628
-0.570845,-0.135816
-0.379516,-0.331558
-0.155809,-0.403791
-0.937676,0.261516
-0.817241,-0.176318
-0.673104,0.170527
-0.57977,-0.139641
-0.384769,-0.338035
-0.15721,-0.410814
-0.937116,0.264326
-0.625154,-0.00573024
-0.749939,0.102292
-0.700025,0.0590832
-0.555652,-0.235107
-0.777739,0.194043
-0.668699,-0.163623
-0.442762,-0.391833
-0.179766,-0.474898
0.0533373,-0.432829
0.213668,-0.307615
0.285434,-0.14832
-1.11417,0.159328
-0.554331,0.0362688
-0.435799,-0.194168
-0.82568,0.177667
-0.669728,0.0289331
-0.520566,-0.245902
-0.29727,-0.395112
-0.0678801,-0.419193
-0.972848,0.267677
-0.846435,-0.185705
-0.661426,0.174282
-0.572396,-0.132116
-0.771041,0.152846
-0.64713,-0.192253
-0.741148,0.176901
-0.634033,-0.162014
-0.746387,0.164806
-0.701445,0.0340777
-0.719422,0.0863689
-0.581308,-0.222128
-0.767477,0.188851
-0.658823,-0.163464
-0.736471,0.165385
-0.705412,0.0338458
-0.549651,-0.256442
-0.315158,-0.414756
-0.0736177,-0.441278
-0.970553,0.276511
-0.848225,-0.178073
-0.573422,-0.474625
-0.24595,-0.590084
-0.90162,0.336034
-0.819644,-0.105262
-0.580825,-0.407857
-0.278284,-0.542301
0.00542477,-0.523463
-1.00217,0.309385
-0.885403,-0.165735
-0.606612,-0.48012
-0.757355,0.292048
-0.692409,-0.0809855
-0.493837,-0.338513
-0.239911,-0.454804
-0.000410522,-0.441616
-0.999836,0.276646
-0.870534,-0.189683
-0.651787,0.175873
-0.739285,0.0296507
-0.573717,-0.27318
-0.326753,-0.437103
-0.869299,0.274841
-0.770604,-0.13884
-0.530123,-0.41376
-0.237389,-0.526507
-0.905044,0.310603
-0.812075,-0.12596
-0.67517,0.150384
-0.573283,-0.155776
-0.373384,-0.347703
-0.144691,-0.413608
-0.942124,0.265443
-0.623151,-0.0061773
-0.75074,0.102471
-0.699704,0.0590116
-0.55538,-0.235033
-0.777848,0.194013
-0.66877,-0.163689
-0.442789,-0.391912
-0.179755,-0.474969
-0.928098,0.289987
-0.821349,-0.150849
-0.67146,0.160339
-0.731416,0.0358642
-0.707434,0.0856543
-0.571911,-0.217876
-0.347502,-0.39435
-0.860999,0.25774
-0.6556,-0.00309607
-0.497018,-0.264593
-0.271896,-0.399898
-0.891241,0.259959
-0.643503,-0.00398367
-0.487469,-0.260429
-0.805012,0.204172
-0.677995,0.0183314
-0.522609,-0.257266
-0.790956,0.202906
-0.68229,-0.162174
-0.727084,0.164869
-0.618532,-0.165533
-0.752587,0.166213
-0.698965,0.0335147
-0.544619,-0.254115
-0.312265,-0.410975
-0.0729312,-0.437247
-0.970828,0.274899
-0.847788,-0.179408
-0.572556,-0.475465
-0.244956,-0.590376
-0.902017,0.33615
-0.639193,-0.0344602
-0.744323,0.113784
-0.611199,-0.211253
-0.38001,-0.405032
-0.847996,0.262013
-0.749282,-0.140069
-0.700287,0.156027
-0.719885,0.037589
-0.562148,-0.259386
-0.775141,0.203755
-0.670609,-0.155203
-0.731757,0.162081
-0.707297,0.0351676
-0.551613,-0.256192
-0.316749,-0.415351
-0.8733,0.26614
-0.770164,-0.147053
-0.691934,0.158821
-0.723226,0.0364714
-0.564241,-0.261572
-0.774304,0.204629
-0.670322,-0.154204
-0.447764,-0.385324
-0.820895,0.254129
-0.725532,-0.135219
-0.497316,-0.392979
-0.801073,0.257192
-0.679571,-0.00287671
-0.728172,0.101151
-0.593871,-0.214394
-0.365584,-0.400488
-0.117649,-0.450604
-0.95294,0.280242
-0.836331,-0.168192
-0.568335,-0.462359
-0.246991,-0.578727
-0.901204,0.331491
-0.817511,-0.108549
-0.672996,0.143419
-0.730802,0.0426322
-0.707679,0.0829471
-0.716928,0.0668212
-0.571594,-0.235987
-0.340017,-0.407988
-0.863993,0.263195
-0.761913,-0.145569
-0.520826,-0.415398
-0.229669,-0.524033
0.0350647,-0.490132
-1.01403,0.296053
-0.59439,-0.0184212
-0.444368,-0.251756
-0.822253,0.200702
-0.705193,-0.176367
-0.717923,0.170547
-0.712831,0.0317812
-0.554464,-0.260979
-0.778214,0.204391
-0.6732,-0.155948
-0.73072,0.162379
-0.707712,0.0350483
-0.55188,-0.256448
-0.779248,0.202579
-0.67326,-0.157739
-0.730696,0.163096
-0.707722,0.0347618
-0.551773,-0.25667
-0.31668,-0.415778
-0.0743653,-0.442663
-0.970254,0.277065
-0.611898,-0.0108261
-0.755241,0.10433
-0.615715,-0.222805
-0.378821,-0.415618
-0.121657,-0.467398
0.0944999,-0.403885
0.233374,-0.269153
0.285025,-0.111207
0.261102,0.0294931
0.18664,0.126856
-1.07466,0.0492578
-0.836442,-0.392427
-0.665423,0.256971
-0.60851,-0.0708716
-0.434119,-0.297266
-0.826352,0.218907
-0.669459,0.0124374
-0.513764,-0.258331
-0.794494,0.203332
-0.682202,0.018667
-0.727119,0.0925332
-0.589624,-0.220522
-0.76415,0.188209
-0.656038,-0.162621
-0.737585,0.165049
-0.704966,0.0339806
-0.718014,0.0864078
-0.712795,0.0654369
-0.714882,0.0738252
-0.714047,0.0704699
-0.570864,-0.232062
-0.771654,0.192825
-0.691338,0.0228701
-0.723465,0.090852
-0.586174,-0.220338
-0.357357,-0.401927
-0.11082,-0.448407
-0.955672,0.279363
-0.617731,-0.0117451
-0.464778,-0.256019
-0.814089,0.202408
-0.699671,-0.171806
-0.720132,0.168722
-0.711947,0.0325111
-0.715221,0.0869956
-0.578366,-0.219972
-0.35157,-0.398525
-0.859372,0.25941
-0.756887,-0.146597
-0.516595,-0.414169
-0.226945,-0.521406
-0.909222,0.308562
-0.814434,-0.129181
-0.674226,0.151673
-0.730309,0.039331
-0.570768,-0.262232
-0.771693,0.204893
-0.691323,0.0180428
-0.532622,-0.262817
-0.786951,0.205127
-0.68522,0.0179494
-0.725912,0.0928203
-0.588821,-0.219821
-0.359576,-0.402593
-0.11224,-0.449801
-0.955104,0.27992
-0.837847,-0.169302
-0.664861,0.167721
-0.572383,-0.138477
-0.771047,0.155391
-0.691581,0.0378437
-0.723367,0.0848625
-0.583704,-0.224851
-0.766518,0.189941
-0.693393,0.0240238
-0.722643,0.0903905
-0.585365,-0.22036
-0.765854,0.188144
-0.693658,0.0247423
-0.537077,-0.258659
-0.304715,-0.411412
-0.0670187,-0.434559
0.122889,-0.357072
0.236225,-0.222219
-1.09449,0.188888
-0.907367,-0.294241
-0.637053,0.217697
-0.745179,0.0129214
-0.701928,0.0948314
-0.571398,-0.208699
-0.350783,-0.387171
-0.859687,0.254868
-0.656125,-0.00194734
-0.497876,-0.26393
-0.272814,-0.399737
-0.0474436,-0.412926
-0.981023,0.26517
-0.851645,-0.19088
-0.659342,0.176352
-0.571641,-0.129709
-0.382563,-0.327235
-0.846975,0.230894
-0.736058,-0.16331
-0.49408,-0.418539
-0.802368,0.267416
-0.679053,-0.00696628
-0.513294,-0.276916
-0.279337,-0.415773
-0.0459868,-0.427722
0.136139,-0.343464
-1.05446,0.237386
-0.89634,-0.241369
-0.641464,0.196548
-0.566132,-0.107209
-0.387376,-0.307932
-0.845049,0.223173
-0.731507,-0.168409
-0.707397,0.167363
-0.604567,-0.155763
-0.397166,-0.360207
-0.157764,-0.432623
-0.936895,0.273049
-0.625242,-0.00921975
-0.749903,0.103688
-0.611402,-0.221158
-0.755439,0.188463
-0.697824,0.0246146
-0.72087,0.0901541
-0.583923,-0.219831
-0.355849,-0.400641
-0.110189,-0.446827
0.094987,-0.383664
-1.03799,0.253466
-0.584802,-0.00138622
-0.766079,0.100554
-0.693568,0.0597782
-0.551023,-0.231996
-0.325979,-0.396726
-0.0890538,-0.431904
-0.964378,0.272761
-0.614249,-0.00910458
-0.754301,0.103642
-0.69828,0.0585433
-0.55411,-0.234819
-0.778356,0.193928
-0.669122,-0.163957
-0.442949,-0.392256
-0.82282,0.256903
-0.670872,-0.00276101
-0.508758,-0.270447
-0.796497,0.208179
-0.688609,-0.160383
-0.724556,0.164153
-0.710177,0.0343388
-0.55347,-0.257974
-0.778612,0.203189
-0.673021,-0.157021
-0.448687,-0.388544
-0.820525,0.255418
-0.67179,-0.00216706
-0.731284,0.100867
-0.707486,0.0596533
-0.561551,-0.237658
-0.77538,0.195063
-0.689848,0.0219747
-0.533074,-0.259238
-0.301441,-0.410251
-0.879424,0.2641
-0.648231,-0.00564017
-0.490399,-0.263579
-0.80384,0.205432
-0.678464,0.0178274
-0.728614,0.092869
-0.590895,-0.220865
-0.763642,0.188346
-0.694543,0.0246616
-0.537717,-0.259074
-0.784913,0.20363
-0.686035,0.0185481
-0.528806,-0.260317
-0.788478,0.204127
-0.684609,0.0183492
-0.527642,-0.259898
-0.297049,-0.40858
